"Trial","Effect","Follow-Up Year","Measure","Estimate","UI"
"Historical","Effect of screening, same treatment",19,"Cumulative Incidence, Group 1",0.0055,"(0.0053,0.0059)"
"Historical","Effect of screening, same treatment",19,"MRR",0.3846,"(0.3757,0.4087)"
"Historical","Effect of screening, same treatment",19,"ARR",0.0088,"(0.0086,0.0094)"
"Historical","Effect of screening, same treatment",19,"NNS",113.6364,"(111.0803,121.8103)"
"Historical","Effect of screening, same treatment",20,"Cumulative Incidence, Group 0",0.0155,"(0.0152,0.0165)"
"Historical","Effect of screening, same treatment",20,"Cumulative Incidence, Group 1",0.0061,"(0.0059,0.0065)"
"Historical","Effect of screening, same treatment",20,"MRR",0.3935,"(0.3841,0.4118)"
"Historical","Effect of screening, same treatment",20,"ARR",0.0094,"(0.0092,0.01)"
"Historical","Effect of screening, same treatment",20,"NNS",106.383,"(103.6269,113.2104)"
"Historical","Effect of screening, same treatment",21,"Cumulative Incidence, Group 0",0.0168,"(0.0165,0.0177)"
"Historical","Effect of screening, same treatment",21,"Cumulative Incidence, Group 1",0.0067,"(0.0065,0.0072)"
"Historical","Effect of screening, same treatment",21,"MRR",0.3988,"(0.3929,0.4174)"
"Historical","Effect of screening, same treatment",21,"ARR",0.0101,"(0.0099,0.0106)"
"Historical","Effect of screening, same treatment",21,"NNS",99.0099,"(97.229,105.3742)"
"Historical","Effect of screening, same treatment",22,"Cumulative Incidence, Group 0",0.018,"(0.0177,0.019)"
"Historical","Effect of screening, same treatment",22,"Cumulative Incidence, Group 1",0.0073,"(0.0072,0.0079)"
"Historical","Effect of screening, same treatment",22,"MRR",0.4056,"(0.3997,0.4236)"
"Historical","Effect of screening, same treatment",22,"ARR",0.0107,"(0.0105,0.0113)"
"Historical","Effect of screening, same treatment",22,"NNS",93.4579,"(91.4077,98.0897)"
"Historical","Effect of screening, same treatment",23,"Cumulative Incidence, Group 0",0.0193,"(0.019,0.0202)"
"Historical","Effect of screening, same treatment",23,"Cumulative Incidence, Group 1",0.008,"(0.0078,0.0085)"
"Historical","Effect of screening, same treatment",23,"MRR",0.4145,"(0.4062,0.4292)"
"Historical","Effect of screening, same treatment",23,"ARR",0.0113,"(0.0111,0.0121)"
"Historical","Effect of screening, same treatment",23,"NNS",88.4956,"(86.4865,93.1099)"
"Historical","Effect of screening, same treatment",24,"Cumulative Incidence, Group 0",0.0206,"(0.0204,0.0215)"
"Historical","Effect of screening, same treatment",24,"Cumulative Incidence, Group 1",0.0086,"(0.0084,0.0092)"
"Historical","Effect of screening, same treatment",24,"MRR",0.4175,"(0.4131,0.4372)"
"Historical","Effect of screening, same treatment",24,"ARR",0.012,"(0.0117,0.0127)"
"Historical","Effect of screening, same treatment",24,"NNS",83.3333,"(82.0176,88.9345)"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0219,"(0.0216,0.0229)"
"Historical","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0093,"(0.0091,0.0099)"
"Historical","Effect of screening, same treatment",25,"MRR",0.4247,"(0.4199,0.4413)"
"Historical","Effect of screening, same treatment",25,"ARR",0.0126,"(0.0124,0.0134)"
"Historical","Effect of screening, same treatment",25,"NNS",79.3651,"(78.2473,85.1826)"
"Contemp1999","Effect of screening, same treatment",1,"Cumulative Incidence, Group 0",0,"(0,1e-04)"
"Contemp1999","Effect of screening, same treatment",1,"Cumulative Incidence, Group 1",0,"(0,0)"
"Contemp1999","Effect of screening, same treatment",1,"MRR",NA,"(0,0.5375)"
"Contemp1999","Effect of screening, same treatment",1,"ARR",0,"(0,1e-04)"
"Contemp1999","Effect of screening, same treatment",1,"NNS",Inf,"(23750,1e+05)"
"Contemp1999","Effect of screening, same treatment",2,"Cumulative Incidence, Group 0",2e-04,"(1e-04,2e-04)"
"Contemp1999","Effect of screening, same treatment",2,"Cumulative Incidence, Group 1",0,"(0,1e-04)"
"Contemp1999","Effect of screening, same treatment",2,"MRR",0,"(0.1405,0.4229)"
"Contemp1999","Effect of screening, same treatment",2,"ARR",2e-04,"(1e-04,2e-04)"
"Contemp1999","Effect of screening, same treatment",2,"NNS",5000,"(6250,14285.7143)"
"Contemp1999","Effect of screening, same treatment",3,"Cumulative Incidence, Group 0",4e-04,"(3e-04,5e-04)"
"Contemp1999","Effect of screening, same treatment",3,"Cumulative Incidence, Group 1",1e-04,"(1e-04,1e-04)"
"Contemp1999","Effect of screening, same treatment",3,"MRR",0.25,"(0.1765,0.3454)"
"Contemp1999","Effect of screening, same treatment",3,"ARR",3e-04,"(2e-04,4e-04)"
"Contemp1999","Effect of screening, same treatment",3,"NNS",3333.3333,"(3125,5138.1579)"
"Contemp1999","Effect of screening, same treatment",4,"Cumulative Incidence, Group 0",6e-04,"(6e-04,8e-04)"
"Contemp1999","Effect of screening, same treatment",4,"Cumulative Incidence, Group 1",1e-04,"(1e-04,2e-04)"
"Contemp1999","Effect of screening, same treatment",4,"MRR",0.1667,"(0.1969,0.3394)"
"Contemp1999","Effect of screening, same treatment",4,"ARR",5e-04,"(4e-04,6e-04)"
"Contemp1999","Effect of screening, same treatment",4,"NNS",2000,"(1923.0769,2819.4444)"
"Contemp1999","Effect of screening, same treatment",5,"Cumulative Incidence, Group 0",0.001,"(9e-04,0.0012)"
"Contemp1999","Effect of screening, same treatment",5,"Cumulative Incidence, Group 1",2e-04,"(2e-04,3e-04)"
"Contemp1999","Effect of screening, same treatment",5,"MRR",0.2,"(0.2219,0.3317)"
"Contemp1999","Effect of screening, same treatment",5,"ARR",8e-04,"(7e-04,9e-04)"
"Contemp1999","Effect of screening, same treatment",5,"NNS",1250,"(1298.7013,1696.8391)"
"Contemp1999","Effect of screening, same treatment",6,"Cumulative Incidence, Group 0",0.0014,"(0.0013,0.0016)"
"Contemp1999","Effect of screening, same treatment",6,"Cumulative Incidence, Group 1",4e-04,"(3e-04,5e-04)"
"Contemp1999","Effect of screening, same treatment",6,"MRR",0.2857,"(0.2478,0.3429)"
"Contemp1999","Effect of screening, same treatment",6,"ARR",0.001,"(9e-04,0.0012)"
"Contemp1999","Effect of screening, same treatment",6,"NNS",1000,"(932.4161,1205.7201)"
"Contemp1999","Effect of screening, same treatment",7,"Cumulative Incidence, Group 0",0.0019,"(0.0018,0.0021)"
"Contemp1999","Effect of screening, same treatment",7,"Cumulative Incidence, Group 1",5e-04,"(5e-04,7e-04)"
"Contemp1999","Effect of screening, same treatment",7,"MRR",0.2632,"(0.2585,0.3441)"
"Contemp1999","Effect of screening, same treatment",7,"ARR",0.0014,"(0.0012,0.0016)"
"Contemp1999","Effect of screening, same treatment",7,"NNS",714.2857,"(704.2254,892.8571)"
"Contemp1999","Effect of screening, same treatment",8,"Cumulative Incidence, Group 0",0.0024,"(0.0023,0.0027)"
"Contemp1999","Effect of screening, same treatment",8,"Cumulative Incidence, Group 1",7e-04,"(6e-04,9e-04)"
"Contemp1999","Effect of screening, same treatment",8,"MRR",0.2917,"(0.2746,0.3542)"
"Contemp1999","Effect of screening, same treatment",8,"ARR",0.0017,"(0.0016,0.0019)"
"Contemp1999","Effect of screening, same treatment",8,"NNS",588.2353,"(561.7978,719.4245)"
"Contemp1999","Effect of screening, same treatment",9,"Cumulative Incidence, Group 0",0.003,"(0.0028,0.0033)"
"Contemp1999","Effect of screening, same treatment",9,"Cumulative Incidence, Group 1",9e-04,"(8e-04,0.0011)"
"Contemp1999","Effect of screening, same treatment",9,"MRR",0.3,"(0.285,0.3587)"
"Contemp1999","Effect of screening, same treatment",9,"ARR",0.0021,"(0.002,0.0023)"
"Contemp1999","Effect of screening, same treatment",9,"NNS",476.1905,"(462.963,563.4641)"
"Contemp1999","Effect of screening, same treatment",10,"Cumulative Incidence, Group 0",0.0036,"(0.0035,0.004)"
"Contemp1999","Effect of screening, same treatment",10,"Cumulative Incidence, Group 1",0.0011,"(0.0011,0.0014)"
"Contemp1999","Effect of screening, same treatment",10,"MRR",0.3056,"(0.299,0.3639)"
"Contemp1999","Effect of screening, same treatment",10,"ARR",0.0025,"(0.0024,0.0027)"
"Contemp1999","Effect of screening, same treatment",10,"NNS",400,"(387.2228,469.6041)"
"Contemp1999","Effect of screening, same treatment",11,"Cumulative Incidence, Group 0",0.0043,"(0.0041,0.0047)"
"Contemp1999","Effect of screening, same treatment",11,"Cumulative Incidence, Group 1",0.0014,"(0.0013,0.0016)"
"Contemp1999","Effect of screening, same treatment",11,"MRR",0.3256,"(0.3144,0.3732)"
"Contemp1999","Effect of screening, same treatment",11,"ARR",0.0029,"(0.0028,0.0032)"
"Contemp1999","Effect of screening, same treatment",11,"NNS",344.8276,"(330.8526,386.1004)"
"Contemp1999","Effect of screening, same treatment",12,"Cumulative Incidence, Group 0",0.005,"(0.0049,0.0055)"
"Contemp1999","Effect of screening, same treatment",12,"Cumulative Incidence, Group 1",0.0017,"(0.0016,0.0019)"
"Contemp1999","Effect of screening, same treatment",12,"MRR",0.34,"(0.3244,0.3712)"
"Contemp1999","Effect of screening, same treatment",12,"ARR",0.0033,"(0.0032,0.0038)"
"Contemp1999","Effect of screening, same treatment",12,"NNS",303.0303,"(286.3283,332.8701)"
"Contemp1999","Effect of screening, same treatment",13,"Cumulative Incidence, Group 0",0.0058,"(0.0056,0.0063)"
"Contemp1999","Effect of screening, same treatment",13,"Cumulative Incidence, Group 1",0.002,"(0.0019,0.0023)"
"Contemp1999","Effect of screening, same treatment",13,"MRR",0.3448,"(0.3317,0.376)"
"Contemp1999","Effect of screening, same treatment",13,"ARR",0.0038,"(0.0037,0.0042)"
"Contemp1999","Effect of screening, same treatment",13,"NNS",263.1579,"(253.0047,289.1105)"
"Contemp1999","Effect of screening, same treatment",14,"Cumulative Incidence, Group 0",0.0067,"(0.0065,0.0071)"
"Contemp1999","Effect of screening, same treatment",14,"Cumulative Incidence, Group 1",0.0023,"(0.0022,0.0026)"
"Contemp1999","Effect of screening, same treatment",14,"MRR",0.3433,"(0.3388,0.3801)"
"Contemp1999","Effect of screening, same treatment",14,"ARR",0.0044,"(0.0042,0.0048)"
"Contemp1999","Effect of screening, same treatment",14,"NNS",227.2727,"(223.5888,253.5019)"
"Contemp1999","Effect of screening, same treatment",15,"Cumulative Incidence, Group 0",0.0076,"(0.0074,0.0082)"
"Contemp1999","Effect of screening, same treatment",15,"Cumulative Incidence, Group 1",0.0027,"(0.0026,0.003)"
"Contemp1999","Effect of screening, same treatment",15,"MRR",0.3553,"(0.3444,0.3844)"
"Contemp1999","Effect of screening, same treatment",15,"ARR",0.0049,"(0.0047,0.0053)"
"Contemp1999","Effect of screening, same treatment",15,"NNS",204.0816,"(200.7026,224.27)"
"Contemp1999","Effect of screening, same treatment",16,"Cumulative Incidence, Group 0",0.0085,"(0.0083,0.0091)"
"Contemp1999","Effect of screening, same treatment",16,"Cumulative Incidence, Group 1",0.0031,"(0.003,0.0034)"
"Contemp1999","Effect of screening, same treatment",16,"MRR",0.3647,"(0.3499,0.3932)"
"Contemp1999","Effect of screening, same treatment",16,"ARR",0.0054,"(0.0053,0.0059)"
"Contemp1999","Effect of screening, same treatment",16,"NNS",185.1852,"(179.695,202.257)"
"Contemp1999","Effect of screening, same treatment",17,"Cumulative Incidence, Group 0",0.0095,"(0.0092,0.0102)"
"Contemp1999","Effect of screening, same treatment",17,"Cumulative Incidence, Group 1",0.0035,"(0.0034,0.0038)"
"Contemp1999","Effect of screening, same treatment",17,"MRR",0.3684,"(0.3561,0.3988)"
"Contemp1999","Effect of screening, same treatment",17,"ARR",0.006,"(0.0058,0.0065)"
"Contemp1999","Effect of screening, same treatment",17,"NNS",166.6667,"(162.5356,182.6569)"
"Contemp1999","Effect of screening, same treatment",18,"Cumulative Incidence, Group 0",0.0105,"(0.0102,0.0113)"
"Contemp1999","Effect of screening, same treatment",18,"Cumulative Incidence, Group 1",0.0039,"(0.0038,0.0043)"
"Contemp1999","Effect of screening, same treatment",18,"MRR",0.3714,"(0.3656,0.4029)"
"Contemp1999","Effect of screening, same treatment",18,"ARR",0.0066,"(0.0064,0.0071)"
"Contemp1999","Effect of screening, same treatment",18,"NNS",151.5152,"(147.8744,167.4365)"
"Contemp1999","Effect of screening, same treatment",19,"Cumulative Incidence, Group 0",0.0115,"(0.0112,0.0124)"
"Contemp1999","Effect of screening, same treatment",19,"Cumulative Incidence, Group 1",0.0044,"(0.0042,0.0048)"
"Contemp1999","Effect of screening, same treatment",19,"MRR",0.3826,"(0.3726,0.4074)"
"Contemp1999","Effect of screening, same treatment",19,"ARR",0.0071,"(0.007,0.0078)"
"Contemp1999","Effect of screening, same treatment",19,"NNS",140.8451,"(136.7522,151.6481)"
"Contemp1999","Effect of screening, same treatment",20,"Cumulative Incidence, Group 0",0.0126,"(0.0122,0.0134)"
"Contemp1999","Effect of screening, same treatment",20,"Cumulative Incidence, Group 1",0.0049,"(0.0047,0.0053)"
"Contemp1999","Effect of screening, same treatment",20,"MRR",0.3889,"(0.3785,0.4124)"
"Contemp1999","Effect of screening, same treatment",20,"ARR",0.0077,"(0.0075,0.0083)"
"Contemp1999","Effect of screening, same treatment",20,"NNS",129.8701,"(126.3823,139.0112)"
"Contemp1999","Effect of screening, same treatment",21,"Cumulative Incidence, Group 0",0.0136,"(0.0133,0.0144)"
"Contemp1999","Effect of screening, same treatment",21,"Cumulative Incidence, Group 1",0.0054,"(0.0052,0.0057)"
"Contemp1999","Effect of screening, same treatment",21,"MRR",0.3971,"(0.3849,0.4161)"
"Contemp1999","Effect of screening, same treatment",21,"ARR",0.0082,"(0.0081,0.0089)"
"Contemp1999","Effect of screening, same treatment",21,"NNS",121.9512,"(118.1336,130.3465)"
"Contemp1999","Effect of screening, same treatment",22,"Cumulative Incidence, Group 0",0.0147,"(0.0144,0.0155)"
"Contemp1999","Effect of screening, same treatment",22,"Cumulative Incidence, Group 1",0.0059,"(0.0058,0.0063)"
"Contemp1999","Effect of screening, same treatment",22,"MRR",0.4014,"(0.392,0.4199)"
"Contemp1999","Effect of screening, same treatment",22,"ARR",0.0088,"(0.0086,0.0094)"
"Contemp1999","Effect of screening, same treatment",22,"NNS",113.6364,"(110.2232,121.9839)"
"Contemp1999","Effect of screening, same treatment",23,"Cumulative Incidence, Group 0",0.0158,"(0.0155,0.0167)"
"Contemp1999","Effect of screening, same treatment",23,"Cumulative Incidence, Group 1",0.0064,"(0.0062,0.0068)"
"Contemp1999","Effect of screening, same treatment",23,"MRR",0.4051,"(0.3988,0.4245)"
"Contemp1999","Effect of screening, same treatment",23,"ARR",0.0094,"(0.0092,0.01)"
"Contemp1999","Effect of screening, same treatment",23,"NNS",106.383,"(103.7076,113.5355)"
"Contemp1999","Effect of screening, same treatment",24,"Cumulative Incidence, Group 0",0.017,"(0.0167,0.0179)"
"Contemp1999","Effect of screening, same treatment",24,"Cumulative Incidence, Group 1",0.007,"(0.0068,0.0074)"
"Contemp1999","Effect of screening, same treatment",24,"MRR",0.4118,"(0.4038,0.4293)"
"Contemp1999","Effect of screening, same treatment",24,"ARR",0.01,"(0.0098,0.0106)"
"Contemp1999","Effect of screening, same treatment",24,"NNS",100,"(97.704,106.9036)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 0",0.0181,"(0.0178,0.0191)"
"Contemp1999","Effect of screening, same treatment",25,"Cumulative Incidence, Group 1",0.0075,"(0.0073,0.008)"
"Contemp1999","Effect of screening, same treatment",25,"MRR",0.4144,"(0.4085,0.4324)"
"Contemp1999","Effect of screening, same treatment",25,"ARR",0.0106,"(0.0104,0.0113)"
"Contemp1999","Effect of screening, same treatment",25,"NNS",94.3396,"(92.829,100.9082)"
"Perfect","Effect of screening, same treatment",1,"Cumulative Incidence, Group 0",0,"(0,1e-04)"
"Perfect","Effect of screening, same treatment",1,"Cumulative Incidence, Group 1",0,"(0,0)"
"Perfect","Effect of screening, same treatment",1,"MRR",NA,"(0,0.8833)"
"Perfect","Effect of screening, same treatment",1,"ARR",0,"(0,0)"
"Perfect","Effect of screening, same treatment",1,"NNS",Inf,"(33333.3333,1e+05)"
"Perfect","Effect of screening, same treatment",2,"Cumulative Incidence, Group 0",1e-04,"(1e-04,2e-04)"
"Perfect","Effect of screening, same treatment",2,"Cumulative Incidence, Group 1",0,"(0,1e-04)"
"Perfect","Effect of screening, same treatment",2,"MRR",0,"(0.1215,0.419)"
"Perfect","Effect of screening, same treatment",2,"ARR",1e-04,"(1e-04,2e-04)"
"Perfect","Effect of screening, same treatment",2,"NNS",10000,"(7692.3077,25000)"
"Perfect","Effect of screening, same treatment",3,"Cumulative Incidence, Group 0",3e-04,"(2e-04,4e-04)"
"Perfect","Effect of screening, same treatment",3,"Cumulative Incidence, Group 1",1e-04,"(0,1e-04)"
"Perfect","Effect of screening, same treatment",3,"MRR",0.3333,"(0.138,0.3333)"
"Perfect","Effect of screening, same treatment",3,"ARR",2e-04,"(2e-04,3e-04)"
"Perfect","Effect of screening, same treatment",3,"NNS",5000,"(4000,7142.8571)"
"Perfect","Effect of screening, same treatment",4,"Cumulative Incidence, Group 0",5e-04,"(4e-04,6e-04)"
"Perfect","Effect of screening, same treatment",4,"Cumulative Incidence, Group 1",1e-04,"(1e-04,2e-04)"
"Perfect","Effect of screening, same treatment",4,"MRR",0.2,"(0.1723,0.3256)"
"Perfect","Effect of screening, same treatment",4,"ARR",4e-04,"(3e-04,5e-04)"
"Perfect","Effect of screening, same treatment",4,"NNS",2500,"(2380.9524,3571.4286)"
"Perfect","Effect of screening, same treatment",5,"Cumulative Incidence, Group 0",7e-04,"(7e-04,9e-04)"
"Perfect","Effect of screening, same treatment",5,"Cumulative Incidence, Group 1",2e-04,"(1e-04,2e-04)"
"Perfect","Effect of screening, same treatment",5,"MRR",0.2857,"(0.1873,0.2995)"
"Perfect","Effect of screening, same treatment",5,"ARR",5e-04,"(5e-04,7e-04)"
"Perfect","Effect of screening, same treatment",5,"NNS",2000,"(1612.9032,2300.4757)"
"Perfect","Effect of screening, same treatment",6,"Cumulative Incidence, Group 0",0.0011,"(0.001,0.0013)"
"Perfect","Effect of screening, same treatment",6,"Cumulative Incidence, Group 1",2e-04,"(2e-04,3e-04)"
"Perfect","Effect of screening, same treatment",6,"MRR",0.1818,"(0.2019,0.3206)"
"Perfect","Effect of screening, same treatment",6,"ARR",9e-04,"(8e-04,0.001)"
"Perfect","Effect of screening, same treatment",6,"NNS",1111.1111,"(1149.4253,1516.6475)"
"Perfect","Effect of screening, same treatment",7,"Cumulative Incidence, Group 0",0.0014,"(0.0014,0.0017)"
"Perfect","Effect of screening, same treatment",7,"Cumulative Incidence, Group 1",3e-04,"(3e-04,4e-04)"
"Perfect","Effect of screening, same treatment",7,"MRR",0.2143,"(0.2163,0.3116)"
"Perfect","Effect of screening, same treatment",7,"ARR",0.0011,"(0.001,0.0013)"
"Perfect","Effect of screening, same treatment",7,"NNS",909.0909,"(854.7009,1178.5071)"
"Perfect","Effect of screening, same treatment",8,"Cumulative Incidence, Group 0",0.0018,"(0.0018,0.0021)"
"Perfect","Effect of screening, same treatment",8,"Cumulative Incidence, Group 1",5e-04,"(4e-04,6e-04)"
"Perfect","Effect of screening, same treatment",8,"MRR",0.2778,"(0.2281,0.3141)"
"Perfect","Effect of screening, same treatment",8,"ARR",0.0013,"(0.0013,0.0016)"
